"year","doy","lon","lat","name","AOT470","AOT550"
"2006",181,-79.75,44.226,"Egbert",0.405554938478783,0.30947931510866
"2006",181,-79.47,43.78,"Toronto",0.551415009711614,0.428905375667626
"2006",182,-71.269,42.528,"Billerica",0.302030398344626,0.226883546129956
"2006",182,-73.949,40.821,"CCNY",0.504712243906943,0.388522313808465
"2006",182,-79.75,44.226,"Egbert",0.355874685143728,0.271026456460546
"2006",182,-79.47,43.78,"Toronto",0.445778419905146,0.341677121137748
"2006",183,-71.269,42.528,"Billerica",0.624704183267711,0.477527783865854
"2006",183,-73.949,40.821,"CCNY",0.654957230590051,0.528823955458062
"2006",183,-79.75,44.226,"Egbert",0.163587493332235,0.120942651049318
"2006",183,-79.47,43.78,"Toronto",0.214384785806819,0.166166230663238
"2006",184,-71.269,42.528,"Billerica",0.313199624927136,0.236270493710537
"2006",184,-73.949,40.821,"CCNY",0.413857738000126,0.319332389874262
"2006",184,-79.75,44.226,"Egbert",0.367721094004305,0.27430435250597
"2006",184,-79.47,43.78,"Toronto",0.486173290803454,0.371549528372614
"2006",185,-79.75,44.226,"Egbert",0.301917631548229,0.229138710122877
"2006",185,-79.47,43.78,"Toronto",0.359305694446251,0.277570164465538
"2006",186,-79.75,44.226,"Egbert",0.118307811765743,0.0875229461556787
"2006",186,-79.47,43.78,"Toronto",0.171512680418921,0.132346514567153
"2006",187,-73.949,40.821,"CCNY",0.255059664210103,0.202129781524984
"2006",187,-79.75,44.226,"Egbert",0.183623730867508,0.139807729099311
"2006",187,-79.47,43.78,"Toronto",0.122310063400597,0.0951193850813594
"2006",188,-71.269,42.528,"Billerica",0.310071718095361,0.236384827548723
"2006",188,-73.949,40.821,"CCNY",0.305700797898179,0.242157809101645
"2006",188,-79.75,44.226,"Egbert",0.605074798232091,0.467411490701738
"2006",188,-79.47,43.78,"Toronto",0.61423018011599,0.476863962405262
"2006",189,-71.269,42.528,"Billerica",0.665856685115175,0.509521423174792
"2006",189,-73.949,40.821,"CCNY",0.38599116356886,0.314045083393332
"2006",189,-79.75,44.226,"Egbert",0.410779066489384,0.310805704201024
"2006",189,-79.47,43.78,"Toronto",0.396082669182294,0.301288851642157
"2006",190,-71.269,42.528,"Billerica",0.309913226215974,0.231521412505334
"2006",190,-73.949,40.821,"CCNY",0.535467656389296,0.40744000001965
"2006",190,-79.75,44.226,"Egbert",0.527781099572921,0.388966299026959
"2006",190,-79.47,43.78,"Toronto",0.427197368266919,0.316223041904913
"2006",191,-71.269,42.528,"Billerica",0.678994478146453,0.508427837357376
